CUSTOMER_KEY,End Datetime,General Supply KWH,Off Peak KWH
8145997,01/01/2013 00:29,0.343,0
8145997,01/01/2013 00:59,0.344,0.359
8145997,01/01/2013 01:29,0.335,0.672
8145997,01/01/2013 01:59,0.31,0
8145997,01/01/2013 02:29,0.216,0
8145997,01/01/2013 02:59,0.248,0
8145997,01/01/2013 03:29,0.378,0
8145997,01/01/2013 03:59,0.333,0
8145997,01/01/2013 04:29,0.317,0
8145997,01/01/2013 04:59,0.253,0
8145997,01/01/2013 05:29,0.205,0
8145997,01/01/2013 05:59,0.253,0
8145997,01/01/2013 06:29,0.435,0.854
8145997,01/01/2013 06:59,0.426,0
8145997,01/01/2013 07:29,0.357,0
8145997,01/01/2013 07:59,0.649,0
8145997,01/01/2013 08:29,0.711,0
8145997,01/01/2013 08:59,0.689,0
8145997,01/01/2013 09:29,0.698,0
8145997,01/01/2013 09:59,0.342,0
8145997,01/01/2013 10:29,0.323,0
8145997,01/01/2013 10:59,0.286,0
8145997,01/01/2013 11:29,0.385,0
8145997,01/01/2013 11:59,0.34,0
8145997,01/01/2013 12:29,0.408,0
8145997,01/01/2013 12:59,0.305,0
8145997,01/01/2013 13:29,0.353,0
8145997,01/01/2013 13:59,0.345,0
8145997,01/01/2013 14:29,0.318,0
8145997,01/01/2013 14:59,0.315,0
8145997,01/01/2013 15:29,0.252,0
8145997,01/01/2013 15:59,0.31,0
8145997,01/01/2013 16:29,0.345,0
8145997,01/01/2013 16:59,0.322,0
8145997,01/01/2013 17:29,0.293,0
8145997,01/01/2013 17:59,0.323,0
8145997,01/01/2013 18:29,0.351,0
8145997,01/01/2013 18:59,0.373,0
8145997,01/01/2013 19:29,0.398,0
8145997,01/01/2013 19:59,0.579,0
8145997,01/01/2013 20:29,0.551,0
8145997,01/01/2013 20:59,0.412,0
8145997,01/01/2013 21:29,0.538,0
8145997,01/01/2013 21:59,0.451,0
8145997,01/01/2013 22:29,0.344,2.008
8145997,01/01/2013 22:59,0.357,1.256
8145997,01/01/2013 23:29,0.438,0
8145997,01/01/2013 23:59,0.372,0
8145997,02/01/2013 00:29,0.359,0.797
8145997,02/01/2013 00:59,0.393,0.165
8145997,02/01/2013 01:29,0.35,0
8145997,02/01/2013 01:59,0.375,0
8145997,02/01/2013 02:29,0.205,0
8145997,02/01/2013 02:59,0.195,0
8145997,02/01/2013 03:29,0.192,0
8145997,02/01/2013 03:59,0.167,0
8145997,02/01/2013 04:29,0.338,0.874
8145997,02/01/2013 04:59,0.211,0
8145997,02/01/2013 05:29,0.264,0.546
8145997,02/01/2013 05:59,0.152,0.304
8145997,02/01/2013 06:29,0.223,0
8145997,02/01/2013 06:59,0.174,0
8145997,02/01/2013 07:29,0.209,0
8145997,02/01/2013 07:59,0.181,0
8145997,02/01/2013 08:29,0.185,0
8145997,02/01/2013 08:59,0.241,0
8145997,02/01/2013 09:29,0.188,0
8145997,02/01/2013 09:59,0.201,0
8145997,02/01/2013 10:29,0.271,0
8145997,02/01/2013 10:59,0.267,0
8145997,02/01/2013 11:29,0.198,0
8145997,02/01/2013 11:59,0.242,0
8145997,02/01/2013 12:29,0.212,0
8145997,02/01/2013 12:59,0.248,0
8145997,02/01/2013 13:29,0.497,0
8145997,02/01/2013 13:59,0.432,0
8145997,02/01/2013 14:29,0.391,0
8145997,02/01/2013 14:59,0.436,0
8145997,02/01/2013 15:29,0.396,0
8145997,02/01/2013 15:59,0.527,0
8145997,02/01/2013 16:29,0.407,0
8145997,02/01/2013 16:59,0.406,0
8145997,02/01/2013 17:29,0.415,0
8145997,02/01/2013 17:59,0.67,0
8145997,02/01/2013 18:29,0.493,0
8145997,02/01/2013 18:59,0.421,0
8145997,02/01/2013 19:29,0.422,0
8145997,02/01/2013 19:59,0.447,0
8145997,02/01/2013 20:29,0.399,0
8145997,02/01/2013 20:59,0.385,0
8145997,02/01/2013 21:29,0.395,0
8145997,02/01/2013 21:59,0.453,0
8145997,02/01/2013 22:29,0.37,0
8145997,02/01/2013 22:59,0.411,1.532
8145997,02/01/2013 23:29,0.319,2.436
8145997,02/01/2013 23:59,0.38,0.495
8145997,03/01/2013 00:29,0.305,0
8145997,03/01/2013 00:59,0.214,1.029
8145997,03/01/2013 01:29,0.148,0
8145997,03/01/2013 01:59,0.186,0
8145997,03/01/2013 02:29,0.147,0
8145997,03/01/2013 02:59,0.184,0
8145997,03/01/2013 03:29,0.158,0
8145997,03/01/2013 03:59,0.184,0
8145997,03/01/2013 04:29,0.326,0
8145997,03/01/2013 04:59,0.249,0.35
8145997,03/01/2013 05:29,0.262,0.49
8145997,03/01/2013 05:59,0.214,0
8145997,03/01/2013 06:29,0.192,0
8145997,03/01/2013 06:59,0.166,0
8145997,03/01/2013 07:29,0.211,0
8145997,03/01/2013 07:59,0.231,0
8145997,03/01/2013 08:29,0.185,0
8145997,03/01/2013 08:59,0.202,0
8145997,03/01/2013 09:29,0.168,0
8145997,03/01/2013 09:59,0.202,0
8145997,03/01/2013 10:29,0.196,0
8145997,03/01/2013 10:59,0.196,0
8145997,03/01/2013 11:29,0.239,0
8145997,03/01/2013 11:59,0.233,0
8145997,03/01/2013 12:29,0.225,0
8145997,03/01/2013 12:59,0.242,0
8145997,03/01/2013 13:29,0.28,0
8145997,03/01/2013 13:59,0.211,0
8145997,03/01/2013 14:29,0.254,0
8145997,03/01/2013 14:59,0.183,0
8145997,03/01/2013 15:29,0.274,0
8145997,03/01/2013 15:59,0.225,0
8145997,03/01/2013 16:29,0.222,0
8145997,03/01/2013 16:59,0.189,0
8145997,03/01/2013 17:29,0.504,0
8145997,03/01/2013 17:59,0.48,0
8145997,03/01/2013 18:29,0.522,0
8145997,03/01/2013 18:59,0.478,0
8145997,03/01/2013 19:29,0.507,0
8145997,03/01/2013 19:59,0.395,0
8145997,03/01/2013 20:29,0.408,0
8145997,03/01/2013 20:59,0.478,0
8145997,03/01/2013 21:29,0.371,0
8145997,03/01/2013 21:59,0.358,0
8145997,03/01/2013 22:29,0.361,0.477
8145997,03/01/2013 22:59,0.319,2.311
8145997,03/01/2013 23:29,0.403,0
8145997,03/01/2013 23:59,0.337,0
8145997,04/01/2013 00:29,0.345,0
8145997,04/01/2013 00:59,0.392,0.598
8145997,04/01/2013 01:29,0.329,0.341
8145997,04/01/2013 01:59,0.368,0
8145997,04/01/2013 02:29,0.243,0
8145997,04/01/2013 02:59,0.121,0
8145997,04/01/2013 03:29,0.186,0
8145997,04/01/2013 03:59,0.164,0
8145997,04/01/2013 04:29,0.303,0
8145997,04/01/2013 04:59,0.189,0.879
8145997,04/01/2013 05:29,0.182,0
8145997,04/01/2013 05:59,0.158,0
8145997,04/01/2013 06:29,0.166,0
8145997,04/01/2013 06:59,0.26,0
8145997,04/01/2013 07:29,0.181,0
8145997,04/01/2013 07:59,0.292,0
8145997,04/01/2013 08:29,0.241,0
8145997,04/01/2013 08:59,0.256,0
8145997,04/01/2013 09:29,0.207,0
8145997,04/01/2013 09:59,0.485,0
8145997,04/01/2013 10:29,0.526,0
8145997,04/01/2013 10:59,1.368,0
8145997,04/01/2013 11:29,0.501,0
8145997,04/01/2013 11:59,0.396,0
8145997,04/01/2013 12:29,0.408,0
8145997,04/01/2013 12:59,0.457,0
8145997,04/01/2013 13:29,0.425,0
8145997,04/01/2013 13:59,0.423,0
8145997,04/01/2013 14:29,0.372,0
8145997,04/01/2013 14:59,0.342,0
8145997,04/01/2013 15:29,0.442,0
8145997,04/01/2013 15:59,0.424,0
8145997,04/01/2013 16:29,0.419,0
8145997,04/01/2013 16:59,0.455,0
8145997,04/01/2013 17:29,0.342,0
8145997,04/01/2013 17:59,0.513,0
8145997,04/01/2013 18:29,0.435,0
8145997,04/01/2013 18:59,0.425,0
8145997,04/01/2013 19:29,0.436,0
8145997,04/01/2013 19:59,0.489,0
8145997,04/01/2013 20:29,0.434,0
8145997,04/01/2013 20:59,0.352,0
8145997,04/01/2013 21:29,0.349,0
8145997,04/01/2013 21:59,0.393,0
8145997,04/01/2013 22:29,0.649,0.766
8145997,04/01/2013 22:59,0.644,2.446
8145997,04/01/2013 23:29,0.724,0.164
8145997,04/01/2013 23:59,0.757,0
8145997,05/01/2013 00:29,0.52,0.295
8145997,05/01/2013 00:59,0.331,0.687
8145997,05/01/2013 01:29,0.331,0
8145997,05/01/2013 01:59,0.334,0
8145997,05/01/2013 02:29,0.17,0
8145997,05/01/2013 02:59,0.133,0
8145997,05/01/2013 03:29,0.202,0
8145997,05/01/2013 03:59,0.173,0
8145997,05/01/2013 04:29,0.153,0
8145997,05/01/2013 04:59,0.163,0
8145997,05/01/2013 05:29,0.143,0
8145997,05/01/2013 05:59,0.132,0
8145997,05/01/2013 06:29,0.155,0.83
8145997,05/01/2013 06:59,0.376,0
8145997,05/01/2013 07:29,0.165,0
8145997,05/01/2013 07:59,0.179,0
8145997,05/01/2013 08:29,0.241,0
8145997,05/01/2013 08:59,0.2,0.804
8145997,05/01/2013 09:29,0.219,0
8145997,05/01/2013 09:59,0.222,0
8145997,05/01/2013 10:29,0.243,0
8145997,05/01/2013 10:59,0.261,0
8145997,05/01/2013 11:29,0.278,0
8145997,05/01/2013 11:59,0.158,0
8145997,05/01/2013 12:29,0.43,0
8145997,05/01/2013 12:59,0.345,0
8145997,05/01/2013 13:29,0.451,0
8145997,05/01/2013 13:59,0.281,0
8145997,05/01/2013 14:29,0.35,0.321
8145997,05/01/2013 14:59,0.338,0.398
8145997,05/01/2013 15:29,0.346,0
8145997,05/01/2013 15:59,0.317,0
8145997,05/01/2013 16:29,0.426,0
8145997,05/01/2013 16:59,0.45,0
8145997,05/01/2013 17:29,0.448,0
8145997,05/01/2013 17:59,0.43,0
8145997,05/01/2013 18:29,0.455,0
8145997,05/01/2013 18:59,0.434,0
8145997,05/01/2013 19:29,0.594,0
8145997,05/01/2013 19:59,0.475,0
8145997,05/01/2013 20:29,0.531,0
8145997,05/01/2013 20:59,0.453,0
8145997,05/01/2013 21:29,0.411,0
8145997,05/01/2013 21:59,0.397,0
8145997,05/01/2013 22:29,0.311,1.963
8145997,05/01/2013 22:59,0.416,0.14
8145997,05/01/2013 23:29,0.386,0
8145997,05/01/2013 23:59,0.337,0
8145997,06/01/2013 00:29,0.315,0
8145997,06/01/2013 00:59,0.285,0
8145997,06/01/2013 01:29,0.406,0
8145997,06/01/2013 01:59,0.3,0.807
8145997,06/01/2013 02:29,0.189,0
8145997,06/01/2013 02:59,0.195,0
8145997,06/01/2013 03:29,0.14,0
8145997,06/01/2013 03:59,0.196,0
8145997,06/01/2013 04:29,0.231,0
8145997,06/01/2013 04:59,0.162,0
8145997,06/01/2013 05:29,0.177,0
8145997,06/01/2013 05:59,0.158,0
8145997,06/01/2013 06:29,0.178,0
8145997,06/01/2013 06:59,0.387,0
8145997,06/01/2013 07:29,0.25,0
8145997,06/01/2013 07:59,0.265,0.872
8145997,06/01/2013 08:29,0.167,0
8145997,06/01/2013 08:59,0.211,0
8145997,06/01/2013 09:29,0.206,0
8145997,06/01/2013 09:59,0.365,0
8145997,06/01/2013 10:29,0.445,0
8145997,06/01/2013 10:59,0.41,0
8145997,06/01/2013 11:29,0.494,0.758
8145997,06/01/2013 11:59,0.316,0
8145997,06/01/2013 12:29,0.517,0
8145997,06/01/2013 12:59,0.422,0
8145997,06/01/2013 13:29,0.419,0
8145997,06/01/2013 13:59,0.352,0
8145997,06/01/2013 14:29,0.455,0.432
8145997,06/01/2013 14:59,0.342,0.287
8145997,06/01/2013 15:29,0.398,0.738
8145997,06/01/2013 15:59,0.438,0.002
8145997,06/01/2013 16:29,0.373,0
8145997,06/01/2013 16:59,0.41,0
8145997,06/01/2013 17:29,0.453,0
8145997,06/01/2013 17:59,0.539,0
8145997,06/01/2013 18:29,0.467,0
8145997,06/01/2013 18:59,0.503,0
8145997,06/01/2013 19:29,0.52,0
8145997,06/01/2013 19:59,0.503,0
8145997,06/01/2013 20:29,0.394,0
8145997,06/01/2013 20:59,0.459,0
8145997,06/01/2013 21:29,0.391,0
8145997,06/01/2013 21:59,0.407,0
8145997,06/01/2013 22:29,0.386,1.928
8145997,06/01/2013 22:59,0.364,0.987
8145997,06/01/2013 23:29,0.429,0
8145997,06/01/2013 23:59,0.348,0
8145997,07/01/2013 00:29,0.423,0
8145997,07/01/2013 00:59,0.437,0.175
8145997,07/01/2013 01:29,0.364,0.674
8145997,07/01/2013 01:59,0.23,0
8145997,07/01/2013 02:29,0.189,0
8145997,07/01/2013 02:59,0.241,0
8145997,07/01/2013 03:29,0.22,0
8145997,07/01/2013 03:59,0.214,0
8145997,07/01/2013 04:29,0.208,0
8145997,07/01/2013 04:59,0.401,0
8145997,07/01/2013 05:29,0.386,0.857
8145997,07/01/2013 05:59,0.223,0
8145997,07/01/2013 06:29,0.152,0
8145997,07/01/2013 06:59,0.313,0
8145997,07/01/2013 07:29,0.445,0
8145997,07/01/2013 07:59,0.417,0
8145997,07/01/2013 08:29,0.239,0
8145997,07/01/2013 08:59,0.314,0
8145997,07/01/2013 09:29,0.491,0
8145997,07/01/2013 09:59,0.222,0
8145997,07/01/2013 10:29,0.204,0
8145997,07/01/2013 10:59,0.267,0
8145997,07/01/2013 11:29,0.299,0
8145997,07/01/2013 11:59,0.353,0
8145997,07/01/2013 12:29,0.316,0
8145997,07/01/2013 12:59,0.275,0
8145997,07/01/2013 13:29,0.25,0
8145997,07/01/2013 13:59,0.283,0
8145997,07/01/2013 14:29,0.246,0
8145997,07/01/2013 14:59,0.248,0
8145997,07/01/2013 15:29,0.208,0
8145997,07/01/2013 15:59,0.205,0
8145997,07/01/2013 16:29,0.233,0
8145997,07/01/2013 16:59,0.237,0
8145997,07/01/2013 17:29,0.294,0
8145997,07/01/2013 17:59,0.197,0
8145997,07/01/2013 18:29,0.352,0
8145997,07/01/2013 18:59,1.51,0
8145997,07/01/2013 19:29,0.469,0
8145997,07/01/2013 19:59,0.579,0
8145997,07/01/2013 20:29,0.496,0
8145997,07/01/2013 20:59,0.565,0
8145997,07/01/2013 21:29,0.401,0
8145997,07/01/2013 21:59,0.393,0
8145997,07/01/2013 22:29,0.396,0
8145997,07/01/2013 22:59,0.393,2.322
8145997,07/01/2013 23:29,0.379,1.306
8145997,07/01/2013 23:59,0.36,0
8145997,08/01/2013 00:29,0.309,0
8145997,08/01/2013 00:59,0.335,0.851
8145997,08/01/2013 01:29,0.193,0.111
8145997,08/01/2013 01:59,0.247,0
8145997,08/01/2013 02:29,0.231,0
8145997,08/01/2013 02:59,0.264,0
8145997,08/01/2013 03:29,0.146,0
8145997,08/01/2013 03:59,0.144,0
8145997,08/01/2013 04:29,0.366,0
8145997,08/01/2013 04:59,0.227,0.173
8145997,08/01/2013 05:29,0.324,0.682
8145997,08/01/2013 05:59,0.214,0.88
8145997,08/01/2013 06:29,0.236,0
8145997,08/01/2013 06:59,0.52,0
8145997,08/01/2013 07:29,0.27,0
8145997,08/01/2013 07:59,0.213,0
8145997,08/01/2013 08:29,0.237,0
8145997,08/01/2013 08:59,0.634,0
8145997,08/01/2013 09:29,0.718,0
8145997,08/01/2013 09:59,0.742,0
8145997,08/01/2013 10:29,0.864,0
8145997,08/01/2013 10:59,0.864,0
8145997,08/01/2013 11:29,0.849,0
8145997,08/01/2013 11:59,1.452,0
8145997,08/01/2013 12:29,1.357,0
8145997,08/01/2013 12:59,1.371,0
8145997,08/01/2013 13:29,1.362,0
8145997,08/01/2013 13:59,1.338,0
8145997,08/01/2013 14:29,1.308,0
8145997,08/01/2013 14:59,1.354,0
8145997,08/01/2013 15:29,1.294,0
8145997,08/01/2013 15:59,1.321,0
8145997,08/01/2013 16:29,1.336,0
8145997,08/01/2013 16:59,1.319,0
8145997,08/01/2013 17:29,1.342,0
8145997,08/01/2013 17:59,1.331,0
8145997,08/01/2013 18:29,1.587,0
8145997,08/01/2013 18:59,1.529,0
8145997,08/01/2013 19:29,1.71,0
8145997,08/01/2013 19:59,1.638,0
8145997,08/01/2013 20:29,1.606,0
8145997,08/01/2013 20:59,1.438,0
8145997,08/01/2013 21:29,1.387,0
8145997,08/01/2013 21:59,1.339,0
8145997,08/01/2013 22:29,1.314,0
8145997,08/01/2013 22:59,1.343,1.281
8145997,08/01/2013 23:29,0.768,1.299
8145997,08/01/2013 23:59,0.789,0
8145997,09/01/2013 00:29,0.819,0
8145997,09/01/2013 00:59,0.799,0
8145997,09/01/2013 01:29,0.654,0.85
8145997,09/01/2013 01:59,0.658,0.055
8145997,09/01/2013 02:29,0.599,0
8145997,09/01/2013 02:59,0.559,0
8145997,09/01/2013 03:29,0.576,0
8145997,09/01/2013 03:59,0.559,0
8145997,09/01/2013 04:29,0.704,0
8145997,09/01/2013 04:59,0.342,0.127
8145997,09/01/2013 05:29,0.285,0.661
8145997,09/01/2013 05:59,0.28,0
8145997,09/01/2013 06:29,0.317,0
8145997,09/01/2013 06:59,0.37,0
8145997,09/01/2013 07:29,0.302,0
8145997,09/01/2013 07:59,0.293,0
8145997,09/01/2013 08:29,0.221,0
8145997,09/01/2013 08:59,0.169,0
8145997,09/01/2013 09:29,0.135,0
8145997,09/01/2013 09:59,0.217,0
8145997,09/01/2013 10:29,0.227,0
8145997,09/01/2013 10:59,0.193,0
8145997,09/01/2013 11:29,0.154,0
8145997,09/01/2013 11:59,0.177,0
8145997,09/01/2013 12:29,0.248,0
8145997,09/01/2013 12:59,0.241,0
8145997,09/01/2013 13:29,0.269,0
8145997,09/01/2013 13:59,0.265,0
8145997,09/01/2013 14:29,0.221,0
8145997,09/01/2013 14:59,0.261,0
8145997,09/01/2013 15:29,0.232,0
8145997,09/01/2013 15:59,0.256,0
8145997,09/01/2013 16:29,0.232,0
8145997,09/01/2013 16:59,0.215,0
8145997,09/01/2013 17:29,0.403,0
8145997,09/01/2013 17:59,0.221,0
8145997,09/01/2013 18:29,0.409,0
8145997,09/01/2013 18:59,0.419,0
8145997,09/01/2013 19:29,0.415,0
8145997,09/01/2013 19:59,0.488,0
8145997,09/01/2013 20:29,0.403,0
8145997,09/01/2013 20:59,0.382,0
8145997,09/01/2013 21:29,0.342,0
8145997,09/01/2013 21:59,0.366,0
8145997,09/01/2013 22:29,0.393,1.723
8145997,09/01/2013 22:59,0.355,1.742
8145997,09/01/2013 23:29,0.472,0
8145997,09/01/2013 23:59,0.339,0
8145997,10/01/2013 00:29,0.292,0.698
8145997,10/01/2013 00:59,0.292,0.288
8145997,10/01/2013 01:29,0.281,0
8145997,10/01/2013 01:59,0.303,0
8145997,10/01/2013 02:29,0.249,0
8145997,10/01/2013 02:59,0.215,0
8145997,10/01/2013 03:29,0.212,0
8145997,10/01/2013 03:59,0.144,0
8145997,10/01/2013 04:29,0.305,0
8145997,10/01/2013 04:59,0.218,0.895
8145997,10/01/2013 05:29,0.354,0
8145997,10/01/2013 05:59,0.178,0.559
8145997,10/01/2013 06:29,0.221,0.28
8145997,10/01/2013 06:59,0.224,0
8145997,10/01/2013 07:29,0.178,0
8145997,10/01/2013 07:59,0.221,0
8145997,10/01/2013 08:29,0.149,0
8145997,10/01/2013 08:59,0.119,0
8145997,10/01/2013 09:29,0.125,0
8145997,10/01/2013 09:59,0.143,0
8145997,10/01/2013 10:29,0.238,0
8145997,10/01/2013 10:59,0.621,0
8145997,10/01/2013 11:29,0.805,0
8145997,10/01/2013 11:59,0.38,0
8145997,10/01/2013 12:29,0.377,0
8145997,10/01/2013 12:59,0.361,0
8145997,10/01/2013 13:29,0.38,0
8145997,10/01/2013 13:59,0.318,0
8145997,10/01/2013 14:29,0.318,0
8145997,10/01/2013 14:59,0.293,0
8145997,10/01/2013 15:29,0.273,0
8145997,10/01/2013 15:59,0.355,0
8145997,10/01/2013 16:29,0.344,0
8145997,10/01/2013 16:59,0.365,0
8145997,10/01/2013 17:29,0.338,0
8145997,10/01/2013 17:59,0.341,0
8145997,10/01/2013 18:29,0.34,0
8145997,10/01/2013 18:59,0.547,0
8145997,10/01/2013 19:29,0.386,0
8145997,10/01/2013 19:59,0.398,0
8145997,10/01/2013 20:29,0.42,0
8145997,10/01/2013 20:59,0.411,0
8145997,10/01/2013 21:29,0.387,0
8145997,10/01/2013 21:59,0.329,0
8145997,10/01/2013 22:29,0.314,0
8145997,10/01/2013 22:59,0.276,1.203
8145997,10/01/2013 23:29,0.29,2.152
8145997,10/01/2013 23:59,0.314,0
8145997,11/01/2013 00:29,0.359,0
8145997,11/01/2013 00:59,0.365,0
8145997,11/01/2013 01:29,0.258,0.955
8145997,11/01/2013 01:59,0.215,0
8145997,11/01/2013 02:29,0.117,0
8145997,11/01/2013 02:59,0.131,0
8145997,11/01/2013 03:29,0.118,0
8145997,11/01/2013 03:59,0.122,0
8145997,11/01/2013 04:29,0.13,0
8145997,11/01/2013 04:59,0.258,0
8145997,11/01/2013 05:29,0.233,0.698
8145997,11/01/2013 05:59,0.255,0.136
8145997,11/01/2013 06:29,0.234,0
8145997,11/01/2013 06:59,0.226,0
8145997,11/01/2013 07:29,0.232,0
8145997,11/01/2013 07:59,0.22,0
8145997,11/01/2013 08:29,0.263,0
8145997,11/01/2013 08:59,0.198,0
8145997,11/01/2013 09:29,0.202,0
8145997,11/01/2013 09:59,0.205,0
8145997,11/01/2013 10:29,0.213,0
8145997,11/01/2013 10:59,0.325,0
8145997,11/01/2013 11:29,0.309,0
8145997,11/01/2013 11:59,0.246,0
8145997,11/01/2013 12:29,0.181,0
8145997,11/01/2013 12:59,0.22,0
8145997,11/01/2013 13:29,0.298,0
8145997,11/01/2013 13:59,0.309,0
8145997,11/01/2013 14:29,0.283,0
8145997,11/01/2013 14:59,0.239,0
8145997,11/01/2013 15:29,0.309,0
8145997,11/01/2013 15:59,0.261,0
8145997,11/01/2013 16:29,0.278,0
8145997,11/01/2013 16:59,0.244,0
8145997,11/01/2013 17:29,0.223,0
8145997,11/01/2013 17:59,0.279,0
8145997,11/01/2013 18:29,0.406,0
8145997,11/01/2013 18:59,0.58,0
8145997,11/01/2013 19:29,0.494,0
8145997,11/01/2013 19:59,0.481,0
8145997,11/01/2013 20:29,0.574,0
8145997,11/01/2013 20:59,0.469,0
8145997,11/01/2013 21:29,0.421,0
8145997,11/01/2013 21:59,0.389,0
8145997,11/01/2013 22:29,0.333,1.832
8145997,11/01/2013 22:59,0.32,0.604
8145997,11/01/2013 23:29,0.384,0
8145997,11/01/2013 23:59,0.393,0
8145997,12/01/2013 00:29,0.369,0
8145997,12/01/2013 00:59,0.332,0.824
8145997,12/01/2013 01:29,0.393,0.083
8145997,12/01/2013 01:59,0.49,0
8145997,12/01/2013 02:29,0.231,0
8145997,12/01/2013 02:59,0.248,0
8145997,12/01/2013 03:29,0.211,0
8145997,12/01/2013 03:59,0.214,0
8145997,12/01/2013 04:29,0.219,0
8145997,12/01/2013 04:59,0.21,0
8145997,12/01/2013 05:29,0.434,0
8145997,12/01/2013 05:59,0.222,0
8145997,12/01/2013 06:29,0.246,0.894
8145997,12/01/2013 06:59,0.22,0
8145997,12/01/2013 07:29,0.246,0
8145997,12/01/2013 07:59,0.216,0
8145997,12/01/2013 08:29,0.272,0
8145997,12/01/2013 08:59,0.211,0
8145997,12/01/2013 09:29,0.243,0
8145997,12/01/2013 09:59,0.216,0
8145997,12/01/2013 10:29,0.236,0.167
8145997,12/01/2013 10:59,0.244,0.599
8145997,12/01/2013 11:29,0.241,0
8145997,12/01/2013 11:59,0.262,0
8145997,12/01/2013 12:29,0.233,0
8145997,12/01/2013 12:59,0.259,0
8145997,12/01/2013 13:29,0.277,0
8145997,12/01/2013 13:59,0.766,0
8145997,12/01/2013 14:29,1.066,0
8145997,12/01/2013 14:59,1.166,0
8145997,12/01/2013 15:29,0.986,0
8145997,12/01/2013 15:59,1.031,0
8145997,12/01/2013 16:29,1.01,0
8145997,12/01/2013 16:59,0.907,0
8145997,12/01/2013 17:29,1.078,0
8145997,12/01/2013 17:59,1.021,0
8145997,12/01/2013 18:29,0.934,0
8145997,12/01/2013 18:59,0.484,0
8145997,12/01/2013 19:29,0.522,0
8145997,12/01/2013 19:59,0.45,0
8145997,12/01/2013 20:29,0.468,0
8145997,12/01/2013 20:59,0.444,0
8145997,12/01/2013 21:29,0.463,0
8145997,12/01/2013 21:59,0.428,0
8145997,12/01/2013 22:29,0.395,1.351
8145997,12/01/2013 22:59,0.361,0.444
8145997,12/01/2013 23:29,0.336,0
8145997,12/01/2013 23:59,0.358,0
8145997,13/01/2013 00:29,0.421,0
8145997,13/01/2013 00:59,0.357,0
8145997,13/01/2013 01:29,0.333,0
8145997,13/01/2013 01:59,0.388,0.489
8145997,13/01/2013 02:29,0.463,0.344
8145997,13/01/2013 02:59,0.327,0
8145997,13/01/2013 03:29,0.4,0
8145997,13/01/2013 03:59,0.39,0
8145997,13/01/2013 04:29,0.334,0
8145997,13/01/2013 04:59,0.143,0
8145997,13/01/2013 05:29,0.246,0
8145997,13/01/2013 05:59,0.196,0
8145997,13/01/2013 06:29,0.335,0
8145997,13/01/2013 06:59,0.202,0
8145997,13/01/2013 07:29,0.263,0.843
8145997,13/01/2013 07:59,0.229,0
8145997,13/01/2013 08:29,0.283,0
8145997,13/01/2013 08:59,0.279,0
8145997,13/01/2013 09:29,0.278,0
8145997,13/01/2013 09:59,0.378,0
8145997,13/01/2013 10:29,0.37,0.78
8145997,13/01/2013 10:59,1.198,0
8145997,13/01/2013 11:29,0.415,0
8145997,13/01/2013 11:59,0.356,0
8145997,13/01/2013 12:29,0.352,0
8145997,13/01/2013 12:59,0.404,0
8145997,13/01/2013 13:29,0.465,0.731
8145997,13/01/2013 13:59,0.46,0
8145997,13/01/2013 14:29,0.414,0
8145997,13/01/2013 14:59,0.405,0
8145997,13/01/2013 15:29,0.468,0
8145997,13/01/2013 15:59,0.383,0
8145997,13/01/2013 16:29,0.347,0
8145997,13/01/2013 16:59,0.408,0
8145997,13/01/2013 17:29,0.452,0
8145997,13/01/2013 17:59,0.389,0
8145997,13/01/2013 18:29,0.903,0
8145997,13/01/2013 18:59,0.529,0
8145997,13/01/2013 19:29,0.622,0
8145997,13/01/2013 19:59,0.474,0
8145997,13/01/2013 20:29,0.402,0
8145997,13/01/2013 20:59,0.382,0
8145997,13/01/2013 21:29,0.458,0
8145997,13/01/2013 21:59,0.405,0
8145997,13/01/2013 22:29,0.379,0
8145997,13/01/2013 22:59,0.368,1.694
8145997,13/01/2013 23:29,0.365,0
8145997,13/01/2013 23:59,0.34,0
8145997,14/01/2013 00:29,0.339,0
8145997,14/01/2013 00:59,0.379,0
8145997,14/01/2013 01:29,0.306,0
8145997,14/01/2013 01:59,0.354,0
8145997,14/01/2013 02:29,0.348,0
8145997,14/01/2013 02:59,0.215,0.799
8145997,14/01/2013 03:29,0.115,0
8145997,14/01/2013 03:59,0.198,0
8145997,14/01/2013 04:29,0.116,0
8145997,14/01/2013 04:59,0.128,0
8145997,14/01/2013 05:29,0.17,0
8145997,14/01/2013 05:59,0.299,0
8145997,14/01/2013 06:29,0.196,0
8145997,14/01/2013 06:59,0.239,0.202
8145997,14/01/2013 07:29,0.462,0.001
8145997,14/01/2013 07:59,0.501,0
8145997,14/01/2013 08:29,0.165,0
8145997,14/01/2013 08:59,0.183,0
8145997,14/01/2013 09:29,0.185,0
8145997,14/01/2013 09:59,0.323,0
8145997,14/01/2013 10:29,0.567,0
8145997,14/01/2013 10:59,0.294,0
8145997,14/01/2013 11:29,0.226,0
8145997,14/01/2013 11:59,0.228,0
8145997,14/01/2013 12:29,0.493,0
8145997,14/01/2013 12:59,0.347,0
8145997,14/01/2013 13:29,0.197,0
8145997,14/01/2013 13:59,0.233,0
8145997,14/01/2013 14:29,0.256,0
8145997,14/01/2013 14:59,0.198,0
8145997,14/01/2013 15:29,0.179,0
8145997,14/01/2013 15:59,0.227,0
